ID,Type,Name,Documentation,Specialization
"243","ApplicationComponent","SIA09-LSMW01","",""
"244","ApplicationComponent","SIA09-LSPR07","",""
"245","ApplicationComponent","SIA09-LSPR08","",""
"246","ApplicationComponent","SIA09-LSPR09","",""
"247","ApplicationComponent","SIA09-LSPR10","",""
"248","ApplicationComponent","SIA09-LSVC01","",""
"249","ApplicationComponent","SIA09-METC02","",""
"250","ApplicationComponent","SIA09-MMAD98","",""
"251","ApplicationComponent","SIA09-MMAD99","",""
"252","ApplicationComponent","SIA09-MMBA01","",""
"253","ApplicationComponent","SIA09-MMBA02","",""
"254","ApplicationComponent","SIA09-MMBA03","",""
"255","ApplicationComponent","SIA09-TKENX1","",""
"256","ApplicationComponent","SIA09-TKENX2","",""
"257","ApplicationComponent","SIA09-MMDM01","",""
"258","ApplicationComponent","SIA09-MMDM01_PrivateTest","",""
"259","ApplicationComponent","SIA09-MMDM02","",""
"260","ApplicationComponent","SIA09-MMDM03","",""
"261","ApplicationComponent","SIA09-MMDM111","",""
"262","ApplicationComponent","SIA09-MMDM112","",""
"263","ApplicationComponent","SIA09-MMDM113","",""
"264","ApplicationComponent","SIA09-MMDM121","",""
"265","ApplicationComponent","SIA09-MMDM122","",""
"266","ApplicationComponent","SIA09-MMDM123","",""
"267","ApplicationComponent","SIA09-MMDM211","",""
"268","ApplicationComponent","SIA09-MMDM212","",""
"269","ApplicationComponent","SIA09-MMDM221","",""
"270","ApplicationComponent","SIA09-MMDM222","",""
"271","ApplicationComponent","SIA09-MMDMWN","",""
"272","ApplicationComponent","SIA09-MMDMCT","",""
"273","ApplicationComponent","SIA09-MMDMDB","",""
"274","ApplicationComponent","SIA09-STDVX1","",""
"275","ApplicationComponent","SIA09-STDVX2","",""
"276","ApplicationComponent","SIA09-VTSGUT01","",""
"277","ApplicationComponent","SIA09-MMFS03","",""
"278","ApplicationComponent","SIA09-MMMT01","",""
"279","ApplicationComponent","SIA09-MMMT02","",""
"280","ApplicationComponent","SIA09-MMSU03","",""
"281","ApplicationComponent","SIA09-MTFSX1","",""
"282","ApplicationComponent","SIA09-MUDNS1","",""
"283","ApplicationComponent","SIA09-MUDNS2","",""
"284","ApplicationComponent","SIA09-NSSV01","",""
"285","ApplicationComponent","SIA09-NTPX01","",""
"286","ApplicationComponent","SIA09-NUTX01","",""
"287","ApplicationComponent","SIA09-NUTX02","",""
"288","ApplicationComponent","SIA09-NWRD01","",""
"289","ApplicationComponent","SIA09-NWRD02","",""
"290","ApplicationComponent","SIA09-OPASX1","",""
"291","ApplicationComponent","SIA09-OPASX2","",""
"292","ApplicationComponent","SIA09-OPASX3","",""
"293","ApplicationComponent","SIA09-OQPRX1","",""
"294","ApplicationComponent","SIA09-OQPRX2","",""
"295","ApplicationComponent","SIA09-OQPRX3","",""
"296","ApplicationComponent","SIA09-OQPRX4","",""
"297","ApplicationComponent","SIA09-OQPRX5","",""
"298","ApplicationComponent","SIA09-OQPRX6","",""
"299","ApplicationComponent","SIA09-OQPRX7","",""
"300","ApplicationComponent","SIA09-OQPRX8","",""
"301","ApplicationComponent","SIA09-OQPRX9","",""
"302","ApplicationComponent","SIA09-OQUTX1","",""
"303","ApplicationComponent","SIA09-OQUTX2","",""
"304","ApplicationComponent","SIA09-OQUTX3","",""
"305","ApplicationComponent","SIA09-OQUTX4","",""
"306","ApplicationComponent","SIA09-OQUTX5","",""
"307","ApplicationComponent","SIA09-OQUTX6","",""
"308","ApplicationComponent","SIA09-OQUTX7","",""
"309","ApplicationComponent","SIA09-OQUTX8","",""
"310","ApplicationComponent","SIA09-OQUTX9","",""
"311","ApplicationComponent","SIA09-PHDB01","",""
"312","ApplicationComponent","SIA09-PHDB02","",""
"313","ApplicationComponent","SIA09-PHWSX1","",""
"314","ApplicationComponent","SIA09-PHWS02","",""
"315","ApplicationComponent","SIA09-POCT02","",""
"316","ApplicationComponent","SIA09-PTUT01","",""
"317","ApplicationComponent","SIA09-QABS01","",""
"318","ApplicationComponent","SIA09-QABSDV01","",""
"319","ApplicationComponent","SIA09-RMIP01","",""
"320","ApplicationComponent","SIA09-ROPX01","",""
"321","ApplicationComponent","SIA09-ROPX02","",""
"322","ApplicationComponent","SIA09-RPPR01","",""
"323","ApplicationComponent","SIA09-RSEPX1","",""
"324","ApplicationComponent","SIA09-SCAP01","",""
"325","ApplicationComponent","SIA09-SICMSPR1","",""
"326","ApplicationComponent","SIA09-SICMSPR2","",""
"327","ApplicationComponent","SIA09-SICMSUT1","",""
"328","ApplicationComponent","SIA09-SICMSUT2","",""
"329","ApplicationComponent","SIA09-SIEL01","",""
"330","ApplicationComponent","SIA09-SIMM01","",""
"331","ApplicationComponent","SIA09-SIMM02","",""
"332","ApplicationComponent","SIA09-SIPX01","",""
"333","ApplicationComponent","SIA09-SIWS01","",""
"334","ApplicationComponent","SIA09-SIWS02","",""
"335","ApplicationComponent","SIA09-SIWS11","",""
"336","ApplicationComponent","SIA09-SIWS12","",""
"337","ApplicationComponent","sia09-SIWSDV01","",""
"338","ApplicationComponent","SIA09-SMFS01","",""
"339","ApplicationComponent","SIA09-SPIF05","",""
"340","ApplicationComponent","SIA09-SPIFX1","",""
"341","ApplicationComponent","SIA09-SPPS03","",""
"342","ApplicationComponent","SIA09-SPPS04","",""
"343","ApplicationComponent","SIA09-SRCA01","",""
"344","ApplicationComponent","SIA09-SRCA02","",""
"345","ApplicationComponent","SIA09-TBDV01","",""
"346","ApplicationComponent","SIA09-TBPR01","",""
"347","ApplicationComponent","SIA09-TBWK01","",""
"348","ApplicationComponent","SIA09-TBWK02","",""
"349","ApplicationComponent","SIA09-TEGM01","",""
"350","ApplicationComponent","SIA09-TMDSX1","",""
"351","ApplicationComponent","SIA09-TMDSX2","",""
"352","ApplicationComponent","SIA09-TMGS01","",""
"353","ApplicationComponent","SIA09-TMGS02","",""
"354","ApplicationComponent","SIA09-VCDC01","",""
"355","ApplicationComponent","SIA09-VCDR01","",""
"356","ApplicationComponent","SIA09-WIN2012","",""
"357","ApplicationComponent","SIA09-WNMM01","",""
"358","ApplicationComponent","SIB04-HBC01","",""
"359","ApplicationComponent","SIE03-FDFS03","",""
"360","ApplicationComponent","SIE03-FDPR03","",""
"361","ApplicationComponent","SP-3PAR8400-A08","",""
"362","ApplicationComponent","SP-3PAR8400-B09","",""
"363","ApplicationComponent","STG-SQL2005","",""
"368","ApplicationComponent","SW-SN6000B-BOT","",""
"369","ApplicationComponent","SW-SN6000B-TOP","",""
"370","ApplicationComponent","SW-UNITY300-B","",""
"371","ApplicationComponent","SW-UNITY300-T","",""
"372","ApplicationComponent","VM-3PAR8400-A08","",""
"373","ApplicationComponent","VM-3PAR8400-A08 (exp)","",""
"374","ApplicationComponent","VM-3PAR8400-A08 (exp)","",""
"375","ApplicationComponent","VM-3PAR8400-A08 (exp)","",""
"376","ApplicationComponent","VM-3PAR8400-A08 (exp)","",""
"377","ApplicationComponent","VM-3PAR8400-A08 (exp)","",""
"378","ApplicationComponent","VM-3PAR8400-A08 (exp)","",""
"379","ApplicationComponent","VM-3PAR8400-B09","",""
"380","ApplicationComponent","VM-3PAR8400-B09 (exp)","",""
"381","ApplicationComponent","VM-3PAR8400-B09 (exp)","",""
"382","ApplicationComponent","VM-3PAR8400-B09 (exp)","",""
"383","ApplicationComponent","VM-3PAR8400-B09 (exp)","",""
"384","ApplicationComponent","VM-3PAR8400-B09 (exp)","",""
"385","ApplicationComponent","VM-3PAR8400-B09 (exp)","",""
"386","ApplicationComponent","VNX5200","",""
"387","ApplicationComponent","VNX5200","",""
"393","ApplicationComponent","SIA09-DPES01","",""
"394","ApplicationComponent","SIA09-DPES02","",""
"395","ApplicationComponent","DP-SCV3020","",""
"396","ApplicationComponent","Dell DAV2108","",""
"397","ApplicationComponent","Dell KMM LED185","",""
"398","ApplicationComponent","SIA09-VDVC01","",""
"399","ApplicationComponent","SIA09-VDWN01","",""
"400","ApplicationComponent","SIA09-VDES01","",""
"401","ApplicationComponent","SIA09-VDES02","",""
"402","ApplicationComponent","SIA09-EDOC11","",""
"403","ApplicationComponent","SIA09-EDOC12","",""
"404","ApplicationComponent","SIA09-EDOC13","",""
"405","ApplicationComponent","SIA09-EDOC11-UT","",""
"406","ApplicationComponent","SIA09-EDOC12-UT","",""
"407","ApplicationComponent","SIA09-EDOC13-UT","",""
"408","ApplicationComponent","SIA09-ESPR11","",""
"409","ApplicationComponent","SIA09-ESPR12","",""
"410","ApplicationComponent","SIA09-ESPR13","",""
"411","ApplicationComponent","SIA09-ESPR14","",""
"412","ApplicationComponent","SIA09-BXPR11","",""
"413","ApplicationComponent","SIA09-BXPR12","",""
"414","ApplicationComponent","SW-DS6620B-TOP","",""
"415","ApplicationComponent","SW-DS6620B-BOT","",""
"416","ApplicationComponent","VM-UNITY380","",""
"417","ApplicationComponent","SIA09-APUT02","",""
"418","ApplicationComponent","SIA09-APWS02","",""
"419","ApplicationComponent","SIA09-AXIFX1","",""
"420","ApplicationComponent","SIA09-DBDV04","",""
"421","ApplicationComponent","SIA09-DBPR04","",""
"422","ApplicationComponent","SIA09-DBUT04","",""
"423","ApplicationComponent","SIA09-HIEX01","",""
"424","ApplicationComponent","SIA09-CCCCX1","",""
"425","ApplicationComponent","SIA09-ITCCX3","",""
"426","ApplicationComponent","SIA09-VTSG01","",""
"427","ApplicationComponent","SIA09-ELIT01","",""
"428","ApplicationComponent","SIA09-ELIT02","",""
"429","ApplicationComponent","SIA09-DEFI01","",""
"430","ApplicationComponent","SIA09-DEFI02","",""
"431","ApplicationComponent","SIA09-QDRV01","",""
"432","ApplicationComponent","SIA09-EDOC10","",""
"433","ApplicationComponent","SIA09-EDOC10-UT","",""
"434","ApplicationComponent","SIA09-TBWS02","",""
"435","ApplicationComponent","SIA09-RPDC01","",""
"436","ApplicationComponent","SIA09-RPDC02","",""
"437","ApplicationComponent","SIA09-RPDC03","",""
"438","ApplicationComponent","SIA09-RPDC04","",""
"439","ApplicationComponent","SIA09-AXIF06","",""
"440","ApplicationComponent","rp.STG-SQL2005.copy.shadow","",""
"441","ApplicationComponent","rp.SIA09-TMDSX2.copy.1.shadow","",""
"442","ApplicationComponent","rp.SIA09-TMDSX1.copy.shadow","",""
"443","ApplicationComponent","rp.SIA09-SIWS11.copy.shadow","",""
"444","ApplicationComponent","rp.SIA09-SIWS02.copy.1.shadow","",""
"445","ApplicationComponent","rp.SIA09-SIWS01.copy.1.shadow","",""
"446","ApplicationComponent","rp.SIA09-PHWS02.copy.shadow","",""
"447","ApplicationComponent","rp.SIA09-PHWS01.copy.1.shadow","",""
"448","ApplicationComponent","rp.SIA09-PHDB02.copy.1.shadow","",""
"449","ApplicationComponent","rp.SIA09-PHDB01.copy.shadow","",""
"450","ApplicationComponent","rp.SIA09-OPASX5.copy.1.shadow","",""
"451","ApplicationComponent","rp.SIA09-OPASX4.copy.1.shadow","",""
"452","ApplicationComponent","rp.SIA09-OPASX3.copy.1.shadow","",""
"453","ApplicationComponent","rp.SIA09-OPASX2.copy.1.shadow","",""
"454","ApplicationComponent","rp.SIA09-OPASX1.copy.shadow","",""
"455","ApplicationComponent","rp.SIA09-MRWS01.copy.1.shadow","",""
"456","ApplicationComponent","rp.SIA09-MNEP01.copy.shadow","",""
"457","ApplicationComponent","rp.SIA09-MMDM21.copy.shadow","",""
"458","ApplicationComponent","rp.SIA09-MMDM11.copy.shadow","",""
"459","ApplicationComponent","rp.SIA09-MMDM02.copy.1.shadow","",""
"460","ApplicationComponent","rp.SIA09-MMDM01.copy.shadow","",""
"461","ApplicationComponent","rp.SIA09-MMAD99.copy.shadow","",""
"462","ApplicationComponent","rp.SIA09-MMAD98.copy.1.shadow","",""
"463","ApplicationComponent","rp.SIA09-LSPR10.copy.1.shadow","",""
"464","ApplicationComponent","rp.SIA09-LSPR09.copy.1.shadow","",""
"465","ApplicationComponent","rp.SIA09-LSPR08.copy.shadow","",""
"466","ApplicationComponent","rp.SIA09-LSPR07.copy.1.shadow","",""
"467","ApplicationComponent","rp.SIA09-LSMW01.copy.1.shadow","",""
"468","ApplicationComponent","rp.SIA09-LSIF13.copy.shadow","",""
"469","ApplicationComponent","rp.SIA09-LSIF12.copy.1.shadow","",""
"470","ApplicationComponent","rp.SIA09-LSIF11.copy.shadow","",""
"471","ApplicationComponent","rp.SIA09-LSDB12.copy.1.shadow","",""
"472","ApplicationComponent","rp.SIA09-LSDB11.copy.shadow","",""
"473","ApplicationComponent","rp.SIA09-LSAP01.copy.1.shadow","",""
"474","ApplicationComponent","rp.SIA09-LNPR97.copy.shadow","",""
"475","ApplicationComponent","rp.SIA09-FXPR17.copy.1.shadow","",""
"476","ApplicationComponent","rp.SIA09-FSDBX1.copy.shadow","",""
"477","ApplicationComponent","rp.SIA09-EDOCX1.copy.shadow","",""
"478","ApplicationComponent","rp.SIA09-EDOC01.copy.shadow","",""
"479","ApplicationComponent","rp.SIA09-DHCP02.copy.shadow","",""
"480","ApplicationComponent","rp.SIA09-DHCP01.copy.shadow","",""
"481","ApplicationComponent","rp.SIA09-DBPR02SIA09-DBPR02copy.shadow","",""
"482","ApplicationComponent","rp.SIA09-CXDBX7.copy.shadow","",""
"483","ApplicationComponent","rp.SIA09-CXDBX5.copy.shadow","",""
"484","ApplicationComponent","rp.SIA09-AXIFX4.copy.1.shadow","",""
"485","ApplicationComponent","rp.SIA09-AXIFX2.copy.1.shadow","",""
"486","ApplicationComponent","rp.SIA09-AXIFX1.copy.shadow","",""
"487","ApplicationComponent","rp.SIA09-AXIF05.copy.shadow","",""
"488","ApplicationComponent","rp.SIA09-APWS02.copy.shadow","",""
"489","ApplicationComponent","SIA09-RPDRMM","",""
"490","ApplicationComponent","SIA09-RPDR04","",""
"491","ApplicationComponent","SIA09-RPDR03","",""
"492","ApplicationComponent","SIA09-RPDR02","",""
"493","ApplicationComponent","SIA09-RPDR05","",""
"494","ApplicationComponent","SIA09-EDOC04C","",""
"495","ApplicationComponent","SIA09-EDOC03C","",""
"496","ApplicationComponent","SIA09-CNPR01","",""
"497","ApplicationComponent","SIA09-CNUT01","",""
"498","ApplicationComponent","SIA09-OSAP01","",""
"499","ApplicationComponent","SIA09-OSAPUT01","",""
"500","ApplicationComponent","SIA09-CMPR11","",""
"501","ApplicationComponent","SIA09-CMPR12","",""
"502","ApplicationComponent","SIA09-CMPR13","",""
"503","ApplicationComponent","SIA09-EDPR01","",""
"504","ApplicationComponent","SIA09-EYEXX2","",""
"505","ApplicationComponent","SIA09-FSDB01","",""
"506","ApplicationComponent","SIA09-FSDBUT","",""
"507","ApplicationComponent","SIA09-ISEOMDX1","",""
"508","ApplicationComponent","SIA09-ISPR02","",""
"509","ApplicationComponent","SIA09-ISUT02","",""
"510","ApplicationComponent","SIA09-ISUT03","",""
"511","ApplicationComponent","SIA09-LNUT02","",""
"512","ApplicationComponent","SIA09-LSAP01","",""
"513","ApplicationComponent","SIA09-LSAP02","",""
"514","ApplicationComponent","SIA09-LSAP03","",""
"515","ApplicationComponent","SIA09-LSDBUT11","",""
"516","ApplicationComponent","SIA09-LSDV02","",""
"517","ApplicationComponent","SIA09-LSIF13","",""
"518","ApplicationComponent","SIA09-LSUT91","",""
"519","ApplicationComponent","SIA09-MMACX1","",""
"520","ApplicationComponent","SIA09-MNEPX1","",""
